ID_FORMATION,DOMAINE_CATGEGORIE,SOUS_DOMAINE_CATEGORIE,FORMATION_COURS
886,Formation de formateurs,Formation de formateurs,Formateur occasionnel : concevoir et animer ses formations 
887,Formation de formateurs,Formation de formateurs,Formateur occasionnel : s'entraîner pour mieux communiquer avec le groupe 
888,Formation de formateurs,Formation de formateurs,Concevoir une action de formation 
890,Formation de formateurs,Formation de formateurs,Les bases pour devenir tuteur 
891,Formation de formateurs,Formation de formateurs,Exercer le rôle de tuteur 
892,Formation de formateurs,Formation de formateurs,Formateur occasionnel : animer une formation en présentiel ou en classe virtuelle 
893,Formation de formateurs,Formation de formateurs,Formateur : réussir ses animations - Niveau 2 
895,Formation de formateurs,Formation de formateurs,Gagner du temps et de l’efficacité grâce au sketchnoting 
897,Formation de formateurs,Formation de formateurs,Faire face aux situations difficiles en formation 
898,Formation de formateurs,Formation de formateurs,Organiser et animer une communauté d’apprenants 
899,Formation de formateurs,Formation de formateurs,Les neurosciences pour faciliter les apprentissages 
900,Formation de formateurs,Formation de formateurs,"Utiliser l'IA pour concevoir, animer et évaluer une formation "
902,Formation de formateurs,Formation de formateurs,Formateurs : intégrer le digital dans vos formations présentielles et blended 
903,Formation de formateurs,Formation de formateurs,"Concevoir des formations tout à distance (MOOC, COOC, SPOC) "
904,Formation de formateurs,Formation de formateurs,Concevoir et animer une classe virtuelle 
905,Formation de formateurs,Formation de formateurs,3h chrono pour animer une classe virtuelle 
907,Formation de formateurs,Formation de formateurs,Concevoir des modules e-learning 
908,Formation de formateurs,Formation de formateurs,3h chrono pour dynamiser l'animation de formations avec des outils digitaux simples 
909,Formation de formateurs,Tutorat,Exercer le rôle de tuteur 
910,Formation de formateurs,Tutorat,Les bases pour devenir tuteur 
911,Formation de formateurs,Tutorat,Transmettre ses connaissances et compétences professionnelles 
914,Formation de formateurs,Métiers de la formation,Chef de projet formation 
921,Formation de formateurs,Pilotage de la formation et du développement des compétences,Construire et déployer le plan de développement des compétences 
922,Formation de formateurs,Droit et gestion de la formation,Actualité du droit de la formation 
925,Formation de formateurs,Droit et gestion de la formation,Préparer les dossiers d'enregistrement de certifications au RNCP ou au RS 
926,Formation de formateurs,Ingénierie de la formation et de la professionnalisation,Chef de projet formation 
927,Formation de formateurs,Ingénierie de la formation et de la professionnalisation,Conduire un projet de formation 
930,Formation de formateurs,Ingénierie de la formation et de la professionnalisation,Les bases pour concevoir un dispositif mixte de formation 
932,Formation de formateurs,Ingénierie de la formation et de la professionnalisation,Organiser et animer une communauté d’apprenants 
934,Formation de formateurs,Ingénierie de la formation et de la professionnalisation,Les neurosciences pour faciliter les apprentissages 
935,Formation de formateurs,Ingénierie de la formation et de la professionnalisation,"Utiliser l'IA pour concevoir, animer et évaluer une formation "
937,Formation de formateurs,Formation des formateurs,Formateur : évaluer l'efficacité des formations 
938,Formation de formateurs,Formation des formateurs,Concevoir une action de formation 
939,Formation de formateurs,Formation des formateurs,Formateur occasionnel : concevoir et animer ses formations 
941,Formation de formateurs,Formation des formateurs,Organiser et animer une communauté d’apprenants 
942,Formation de formateurs,Formation des formateurs,Les neurosciences pour faciliter les apprentissages 
943,Formation de formateurs,Formation des formateurs,"Utiliser l'IA pour concevoir, animer et évaluer une formation "
944,Formation de formateurs,Formation des formateurs,Formateur occasionnel : animer une formation en présentiel ou en classe virtuelle 
945,Formation de formateurs,Formation des formateurs,Formateur occasionnel : s'entraîner pour mieux communiquer avec le groupe 
947,Formation de formateurs,Formation des formateurs,Formateur : réussir ses animations - Niveau 2 
948,Formation de formateurs,Formation des formateurs,Gérer les situations difficiles en formation 
949,Formation de formateurs,Formation des formateurs,Gagner du temps et de l’efficacité grâce au sketchnoting 
952,Formation de formateurs,Formation des formateurs,Créer et animer son podcast 
953,Formation de formateurs,Formation des formateurs,Maîtriser les outils de facilitation et d'intelligence collective 
954,Formation de formateurs,Formation des formateurs,Optimiser ses écrits professionnels grâce à l’IA 
955,Formation de formateurs,Formation des formateurs,3h chrono pour prendre en main Teams (Microsoft 365®) 
956,Formation de formateurs,Formation des formateurs,3h chrono pour concevoir sa première infographie 
958,Formation de formateurs,Formation des formateurs,Concevoir et animer une classe virtuelle 
960,Formation de formateurs,Formation des formateurs,"Concevoir des formations tout à distance (MOOC, COOC, SPOC) "
962,Formation de formateurs,Formation des formateurs,Concevoir des modules e-learning 
963,Formation de formateurs,Formation des formateurs,3h chrono pour animer une classe virtuelle 
964,Formation de formateurs,Formation des formateurs,3h chrono pour concevoir un tutoriel 
965,Formation de formateurs,Formation des formateurs,3h chrono pour dynamiser vos formations et réunions avec Wooclap 
966,Formation de formateurs,Formation des formateurs,3h Chrono pour collaborer sur un mur numérique avec Padlet 
967,Formation de formateurs,Formation des tuteurs et AFEST,Exercer le rôle de tuteur 
968,Formation de formateurs,Formation des tuteurs et AFEST,Les bases pour devenir tuteur 
969,Formation de formateurs,Formation des tuteurs et AFEST,Transmettre ses connaissances et compétences professionnelles 
971,Formation de formateurs,Pilotage et conception de dispositifs de formation,Chef de projet formation 
972,Formation de formateurs,Pilotage et conception de dispositifs de formation,Conduire un projet de formation 
979,Formations en anglais,Formations en anglais,Project management : fundamentals 
980,Gestion du temps,Optimiser son temps - Les indispensables,Les bases de la gestion du temps 
981,Gestion du temps,Optimiser son temps - Les indispensables,Maîtrise du temps et gestion des priorités 
982,Gestion du temps,Optimiser son temps - Les indispensables,La gestion du temps pour managers : maîtriser vos priorités 
984,Gestion du temps,Optimiser son temps - Les indispensables,Anticiper pour agir face à la pression du quotidien 
986,Gestion du temps,Optimiser son temps - Méthodes et outils,3h chrono pour gérer vos e-mails avec efficacité 
989,Gestion du temps,Optimiser son temps - Méthodes et outils,3h chrono pour planifier et organiser son télétravail 
990,Gestion du temps,Optimiser son temps - Méthodes et outils,Gagner du temps et de l’efficacité grâce au sketchnoting 
991,Gestion du temps,Optimiser son temps - Méthodes et outils,Lire vite et retenir l'essentiel 
993,IA - Digital,Intelligence Artificielle,Les fondamentaux de l'intelligence artificielle et du big data 
994,IA - Digital,Intelligence Artificielle,Les principes clés de l’intelligence artificielle 
995,IA - Digital,Intelligence Artificielle,Utiliser l'IA pour développer son efficacité et sa productivité au travail 
996,IA - Digital,Intelligence Artificielle,Booster ses écrits professionnels avec l’IA 
997,IA - Digital,Intelligence Artificielle,Les outils d'intelligence artificielle pour produire des contenus 
998,IA - Digital,Intelligence Artificielle,"Utiliser l'IA pour concevoir, animer et évaluer une formation "
1000,IA - Digital,Management et gouvernance,Responsable Transformation Digitale 
1001,IA - Digital,Management et gouvernance,Réussir la transformation digitale de l'entreprise 
1002,IA - Digital,Management et gouvernance,RH : accompagner la transformation digitale de votre entreprise 
1004,IA - Digital,Management et gouvernance,DSI : Intégrer la transformation digitale de l'entreprise 
1005,IA - Digital,Management et gouvernance,Améliorer la performance des achats grâce au digital 
1006,IA - Digital,Management et gouvernance,Utiliser l'IA pour développer son efficacité et sa productivité au travail 
1007,IA - Digital,Management et gouvernance,Booster ses écrits professionnels avec l’IA 
1008,IA - Digital,Management et gouvernance,Optimisez votre productivité en télétravail 
1009,IA - Digital,Management et gouvernance,Manager le télétravail 
1010,IA - Digital,Management et gouvernance,Mieux collaborer à distance à l'aide des outils numériques 
1011,IA - Digital,Management et gouvernance,RH : réussir la mise en place du télétravail 
1013,IA - Digital,Culture digitale,Les fondamentaux de l'intelligence artificielle et du big data 
1015,IA - Digital,Culture digitale,Les bases techniques du digital pour les marketeurs 
1016,IA - Digital,Culture digitale,Conduire un projet Open Data 
1017,IA - Digital,Culture digitale,Réseaux sociaux niveau 1 - Les fondamentaux du digital et des médias sociaux 
1018,IA - Digital,Culture digitale,Réseaux sociaux niveau 2 - Stratégie de communication sur les médias sociaux 
1019,IA - Digital,Risques numériques,Cybersécurité : enjeux et plan d'actions 
1020,IA - Digital,Risques numériques,Protection des données personnelles - RGPD 
1021,IA - Digital,Risques numériques,3h chrono pour acquérir les réflexes en matière de cybersécurité 
1024,IA - Digital,Marketing digital et Communication digitale,"Acquisition, conversion, fidélisation sur le web "
1025,IA - Digital,Marketing digital et Communication digitale,Réussir sa stratégie influenceurs 
1029,IA - Digital,Marketing digital et Communication digitale,3h chrono pour démarrer votre site e-commerce 
1030,IA - Digital,Marketing digital et Communication digitale,Réussir le lancement de son activité en ligne 
1031,IA - Digital,Marketing digital et Communication digitale,Les fondamentaux de l'intelligence artificielle et du big data 
1032,IA - Digital,Marketing digital et Communication digitale,"Marketing relationnel, CRM, e-CRM "
1033,IA - Digital,Marketing digital et Communication digitale,Optimiser sa base de données marketing 
1035,IA - Digital,Marketing digital et Communication digitale,Conduire un projet Open Data 
1036,IA - Digital,Marketing digital et Communication digitale,Veille marketing et concurrentielle 
1037,IA - Digital,Marketing digital et Communication digitale,Optimiser l'expérience client grâce au digital 
1038,IA - Digital,Marketing digital et Communication digitale,UX design et ergonomie des sites Web 
1042,IA - Digital,Marketing digital et Communication digitale,Rédiger pour le Web 
1043,IA - Digital,Marketing digital et Communication digitale,Créer et animer son podcast 
1044,IA - Digital,Marketing digital et Communication digitale,Élaborer une stratégie d'inbound marketing 
1045,IA - Digital,Marketing digital et Communication digitale,Concevoir sa newsletter 
1047,IA - Digital,Marketing digital et Communication digitale,Créer des contenus visuels pour le web et les réseaux sociaux 
1048,IA - Digital,Marketing digital et Communication digitale,Les outils d'intelligence artificielle pour produire des contenus 
1051,IA - Digital,Marketing digital et Communication digitale,Réseaux sociaux niveau 2 - Stratégie de communication sur les médias sociaux 
1053,IA - Digital,Marketing digital et Communication digitale,Réseaux sociaux niveau 1 - Les fondamentaux du digital et des médias sociaux 
1054,IA - Digital,Marketing digital et Communication digitale,"Publicité sur le Web et les réseaux sociaux : SEA, Display, Social ads, Retargeting "
1056,IA - Digital,Marketing digital et Communication digitale,Piloter efficacement sa stratégie de référencement (SEM) 
1057,IA - Digital,Marketing digital et Communication digitale,Améliorer son référencement avec Google Ads (SEA) 
1059,IA - Digital,Marketing digital et Communication digitale,Google analytics : améliorez votre site et rentabilisez vos actions 
1060,IA - Digital,Marketing digital et Communication digitale,Améliorer la performance de son site avec Google Tag Manager 
1062,IA - Digital,Marketing digital et Communication digitale,Piloter un projet web 
1066,IA - Digital,Marketing digital et Communication digitale,HTML 5 - les bases 
1067,IA - Digital,Intelligence Artificielle,3h chrono pour se sensibiliser à l'intelligence artificielle et à ChatGPT 
1068,IA - Digital,Intelligence Artificielle,Piloter un projet d'intelligence artificielle 
1069,IA - Digital,Intelligence Artificielle,Maitriser les aspects juridiques et éthiques de l'intelligence artificielle 
1070,IA - Digital,Intelligence Artificielle,Chef de projet intelligence artificielle 
1071,IA - Digital,Intelligence Artificielle,Optimiser ses écrits professionnels grâce à l’IA 
1072,IA - Digital,Intelligence Artificielle,Produire des contenus grâce aux outils d'intelligence artificielle 
1073,IA - Digital,Intelligence Artificielle,L’intelligence artificielle au service du manager 
1074,IA - Digital,Intelligence Artificielle,L’intelligence artificielle au service des RH 
1077,IA - Digital,Management et gouvernance,3h Chrono pour collaborer sur un mur numérique avec Padlet 
1078,IA - Digital,Culture digitale,Réussir le lancement de son activité en ligne 
1079,IA - Digital,Culture digitale,3h chrono pour acquérir les fondamentaux du droit d’auteur et du droit à l’image 
1080,IA - Digital,Culture digitale,Réseaux sociaux niveau 3 - Optimiser la performance de sa stratégie social media 
1081,IA - Digital,Marketing digital et Communication digitale,Réussir sa stratégie influenceurs et créateurs de contenus sur les médias sociaux 
1082,IA - Digital,Marketing digital et Communication digitale,Les bases techniques du digital pour les marketeurs 
1083,IA - Digital,Marketing digital et Communication digitale,Marketing relationnel : tirer profit de son CRM 
1086,IA - Digital,Marketing digital et Communication digitale,Produire des contenus grâce aux outils d'intelligence artificielle 
1087,IA - Digital,Marketing digital et Communication digitale,3h chrono pour acquérir les fondamentaux du droit d’auteur et du droit à l’image 
1088,IA - Digital,Marketing digital et Communication digitale,Réseaux sociaux niveau 3 - Optimiser la performance de sa stratégie social media 
1090,IA - Digital,Marketing digital et Communication digitale,Déployer sa stratégie sur Instagram 
1091,IA - Digital,Marketing digital et Communication digitale,Déployer sa stratégie sur TikTok 
1092,IA - Digital,Marketing digital et Communication digitale,Bien choisir son outil de web analytics 
1093,IA - Digital,Marketing digital et Communication digitale,Piloter un projet web et mobile 
1096,Immo,Services Généraux et Immobilier d'entreprise,Services Généraux : allier sobriété énergétique et responsabilité économique 
1098,Immo,Services Généraux et Immobilier d'entreprise,Guide pratique de l’ISO 50001 
1099,Immo,Services Généraux et Immobilier d'entreprise,Services généraux : anticiper les risques sur le plan juridique 
1101,Immo,Services Généraux et Immobilier d'entreprise,Responsable immobilier 
1102,Immo,Services Généraux et Immobilier d'entreprise,Charges locatives : maîtrise et enjeux 
1105,Immo,Services Généraux et Immobilier d'entreprise,Projets immobiliers et Flex Office 
1115,Informatique SI,Direction informatique,Piloter un portefeuille de projets ou un programme 
1117,Informatique SI,Direction informatique,Les achats de prestations intellectuelles 
1118,Informatique SI,Direction informatique,3h chrono pour appréhender la sobriété numérique 
1120,Informatique SI,Transformation Digitale,DSI : Intégrer la transformation digitale de l'entreprise 
1121,Informatique SI,Transformation Digitale,Cloud : définir sa stratégie 
1122,Informatique SI,Transformation Digitale,Les principes clés de l’intelligence artificielle 
1123,Informatique SI,Transformation Digitale,DSI : intégrer le Big Data dans les systèmes d'information 
1124,Informatique SI,Transformation Digitale,Conduire un projet Open Data 
1125,Informatique SI,Sécurité - Cybersécurité,Protection des données personnelles - RGPD 
1127,Informatique SI,Sécurité - Cybersécurité,Cybersécurité : enjeux et plan d'actions 
1128,Informatique SI,Sécurité - Cybersécurité,3h chrono pour acquérir les réflexes en matière de cybersécurité 
1129,Informatique SI,Méthodes Agiles,Initiation aux méthodes Agiles 
1131,Informatique SI,Méthodes Agiles,Mettre en place une démarche Agile 
1132,Informatique SI,Méthodes Agiles,Formation certifiante Scrum Master 
1134,Informatique SI,Méthodes Agiles,Disciplined agile® Scrum Master (DASM) 
1135,Informatique SI,Méthodes Agiles,Obtenir la Certification AgilePM® - Agile Project Management Foundation 
1136,Informatique SI,Méthodes Agiles,Obtenir la Certification AgilePM® - Agile Project Management Practitioner 
1140,Informatique SI,Projets informatiques,Acquérir une culture informatique pour mieux collaborer 
1141,Informatique SI,Projets informatiques,Manager un projet informatique 
1142,Informatique SI,Projets informatiques,Business analyst 
1143,Informatique SI,Projets informatiques,Chef de projet informatique 
1146,Informatique SI,Projets informatiques,Obtenir la certification PMP® (Inscription à l'examen PMI® incluse) 
1148,Informatique SI,Projets informatiques,Du cahier des charges à la recette informatique 
1150,Informatique SI,Projets informatiques,Microsoft 365® - Collaborer en mode projet avec Teams et Tasks 
1151,Informatique SI,Projets informatiques,3h chrono pour pratiquer 3 outils de la gestion de projet agile 
1153,Informatique SI,Projets informatiques,Sensibilisation à la démarche ITSM - Gestion des services IT 
1154,Informatique SI,Projets informatiques,Mettre en œuvre la méthode agile KANBAN 
1155,Informatique SI,Transformation Digitale,3h chrono pour se sensibiliser à l'intelligence artificielle et à ChatGPT 
1156,Informatique SI,Transformation Digitale,Piloter un projet d'intelligence artificielle 
1157,Informatique SI,Transformation Digitale,Chef de projet intelligence artificielle 
1158,Informatique SI,Transformation Digitale,Maitriser les aspects juridiques et éthiques de l'intelligence artificielle 
1160,Informatique SI,Méthodes Agiles,Mettre en œuvre la méthode agile KANBAN 
1161,Informatique SI,Projets informatiques,Préparation à la certification CAPM® 
1162,Informatique SI,Projets informatiques,Chef de projet agile 
1163,Informatique SI,Projets informatiques,3h chrono pour acquérir une culture projet agile 
1166,Innovation créativité,Innovation,Chef de projet innovation 
1170,Innovation créativité,Innovation,Maîtriser les outils de facilitation et d'intelligence collective 
1171,Innovation créativité,Innovation,Innover avec l'analyse de la valeur 
1172,Innovation créativité,Innovation,Formation pratique aux plans d'expérience 
1173,Innovation créativité,Innovation,Mettre en place une démarche d'Eco conception 
1174,Innovation créativité,Créativité,Développer votre potentiel créatif 
1175,Innovation créativité,Créativité,Tout pour animer vos réunions de créativité 
1177,Innovation créativité,Créativité,3h chrono pour savoir réaliser un brainstorming 
1178,Innovation créativité,Créativité,La créativité : un levier d'efficacité au quotidien 
1179,International,Stratégie et management international,Construisez votre business plan international 
1180,International,Stratégie et management international,Gérer et accompagner la mobilité internationale et l'expatriation 
1181,International,Stratégie et management international,Piloter un projet à distance 
1182,International,Risques financiers et juridiques à l'international,Tirer parti de l’accord Brexit 
1185,International,Risques financiers et juridiques à l'international,Comprendre le cadre juridique des opérations internationales 
1186,International,Risques financiers et juridiques à l'international,Gérer efficacement les crédits documentaires 
1187,International,Risques financiers et juridiques à l'international,Gestion de trésorerie devises et du risque de change 
1189,International,Risques financiers et juridiques à l'international,Perfectionnement à la TVA dans les opérations internationales 
1193,International,Vente et négociation - Spécial International,Travailler efficacement en environnement interculturel 
1197,International,ADV Transport logistique douane,Connaître la réglementation douanière et maîtriser le transport - Niveau 2 
1200,International,ADV Transport logistique douane,Maîtriser vos transports aériens et maritimes 
1203,International,Achats internationaux,Comprendre et négocier le bon incoterm® 2020 
1204,International,Achats internationaux,Les aspects juridiques des achats internationaux 
1206,International,"Douane, Transport, Logistique",Connaître la réglementation douanière et maîtriser le transport - Niveau 2 
1207,International,"Douane, Transport, Logistique",Comprendre et négocier le bon incoterm® 2020 
1210,International,"Douane, Transport, Logistique",Maîtriser vos transports aériens et maritimes 
1354,Management,Diversité et inclusion,Recrutement et non-discrimination à l’embauche : formation obligatoire 
1355,Management,Diversité et inclusion,Prévenir et faire face aux agissements sexistes et au harcèlement sexuel au travail 
1357,Management,Management d'équipe : les fondamentaux,MyStory de Manager : réussir les 100 premiers jours 
1358,Management,Management d'équipe : les fondamentaux,3h Chrono pour manager : réussir les 3 entretiens clefs 
1359,Management,Management d'équipe : les fondamentaux,"3h Chrono pour manager : fixer des objectifs ""SMART"" "
1360,Management,Management d'équipe : perfectionnement,L’intelligence artificielle au service du manager 
1361,Management,Management d'équipe : perfectionnement,"3h Chrono pour manager : fixer des objectifs ""SMART"" "
1362,Management,Leadership,Atelier : les 6 compétences du manager leader 
1364,Management,"Innovation, agilité, management à distance",Management participatif 
1365,Management,"Innovation, agilité, management à distance",Manager : impulser un état d'esprit agile dans son équipe 
1366,Management,Diversité et inclusion,Entraînement pratique à la gestion des situations sexistes et discriminatoires 
1368,Marketing,Marketing - Marketing digital,Les outils d'intelligence artificielle pour produire des contenus 
1369,Marketing,Marketing - Marketing digital,Réussir la transformation digitale de l'entreprise 
1371,Marketing,Marketing - Marketing digital,Les bases techniques du digital pour les marketeurs 
1372,Marketing,Marketing - Marketing digital,Les fondamentaux de l'intelligence artificielle et du big data 
1374,Marketing,Marketing - Marketing digital,Initiation aux méthodes Agiles 
1376,Marketing,Marketing - Marketing digital,Responsable Transformation Digitale 
1379,Marketing,Marketing - Marketing digital,Définir et déployer sa stratégie marketing 
1382,Marketing,Marketing - Marketing digital,Réussir son business plan 
1386,Marketing,Marketing - Marketing digital,Le métier de chef de produit 
1389,Marketing,Marketing - Marketing digital,Les outils du marketing pour les forces de vente 
1390,Marketing,Marketing - Marketing digital,"Acquisition, conversion, fidélisation sur le web "
1391,Marketing,Marketing - Marketing digital,Évaluer l'efficacité de vos actions de marketing et communication 
1392,Marketing,Marketing - Marketing digital,Réussir ses événements 
1394,Marketing,Marketing - Marketing digital,Réussir sa stratégie influenceurs 
1397,Marketing,Marketing - Marketing digital,3h chrono pour concevoir sa première infographie 
1399,Marketing,Marketing - Marketing digital,"Marketing relationnel, CRM, e-CRM "
1400,Marketing,Marketing - Marketing digital,Optimiser sa base de données marketing 
1401,Marketing,Marketing - Marketing digital,Conduire un projet Open Data 
1403,Marketing,Marketing - Marketing digital,Responsable Expérience Client 
1404,Marketing,Marketing - Marketing digital,Veille marketing et concurrentielle 
1405,Marketing,Marketing - Marketing digital,Piloter efficacement les études marketing 
1406,Marketing,Marketing - Marketing digital,"Mesurer la satisfaction de vos clients, exploiter leurs réclamations "
1407,Marketing,Marketing - Marketing digital,Optimiser l'expérience client grâce au digital 
1408,Marketing,Marketing - Marketing digital,UX design et ergonomie des sites Web 
1410,Marketing,Marketing - Marketing digital,Élaborer une stratégie d'inbound marketing 
1411,Marketing,Marketing - Marketing digital,Rédiger pour le Web 
1412,Marketing,Marketing - Marketing digital,Créer des contenus visuels pour le web et les réseaux sociaux 
1415,Marketing,Marketing - Marketing digital,Concevoir sa newsletter 
1416,Marketing,Marketing - Marketing digital,Maîtriser les techniques de rewriting 
1417,Marketing,Marketing - Marketing digital,Storytelling : créer une histoire captivante 
1418,Marketing,Marketing - Marketing digital,Réseaux sociaux niveau 1 - Les fondamentaux du digital et des médias sociaux 
1420,Marketing,Marketing - Marketing digital,Réseaux sociaux niveau 2 - Stratégie de communication sur les médias sociaux 
1422,Marketing,Marketing - Marketing digital,"Publicité sur le Web et les réseaux sociaux : SEA, Display, Social ads, Retargeting "
1423,Marketing,Marketing - Marketing digital,3h chrono pour développer sa visibilité sur LinkedIn 
1428,Marketing,Marketing - Marketing digital,Réussir le lancement de son activité en ligne 
1429,Marketing,Marketing - Marketing digital,3h chrono pour démarrer votre site e-commerce 
1430,Marketing,Marketing - Marketing digital,Piloter efficacement sa stratégie de référencement (SEM) 
1431,Marketing,Marketing - Marketing digital,Améliorer son référencement avec Google Ads (SEA) 
1433,Marketing,Marketing - Marketing digital,Google analytics : améliorez votre site et rentabilisez vos actions 
1434,Marketing,Marketing - Marketing digital,Améliorer la performance de son site avec Google Tag Manager 
1436,Marketing,Marketing - Marketing digital,Piloter un projet web 
1439,Marketing,Marketing - Marketing digital,HTML 5 - les bases 
1441,Marketing,Tendances et culture digitale,Produire des contenus grâce aux outils d'intelligence artificielle 
1444,Marketing,Tendances et culture digitale,Les bases techniques du digital pour les marketeurs 
1445,Marketing,Tendances et culture digitale,Les fondamentaux de l'intelligence artificielle et du big data 
1449,Marketing,Tendances et culture digitale,Réussir la transformation digitale de l'entreprise 
1450,Marketing,Tendances et culture digitale,Responsable Transformation Digitale 
1451,Marketing,Communication digitale : réseaux et médias sociaux,Réseaux sociaux niveau 1 - Les fondamentaux du digital et des médias sociaux 
1452,Marketing,Communication digitale : réseaux et médias sociaux,Réseaux sociaux niveau 2 - Stratégie de communication sur les médias sociaux 
1453,Marketing,Communication digitale : réseaux et médias sociaux,Réseaux sociaux niveau 3 - Optimiser la performance de sa stratégie social media 
1455,Marketing,Communication digitale : réseaux et médias sociaux,Réussir sa stratégie influenceurs et créateurs de contenus sur les médias sociaux 
1457,Marketing,Communication digitale : réseaux et médias sociaux,"Publicité sur le Web et les réseaux sociaux : SEA, Display, Social ads, Retargeting "
1458,Marketing,Communication digitale : réseaux et médias sociaux,3h chrono pour développer sa visibilité sur LinkedIn 
1459,Marketing,Communication digitale : réseaux et médias sociaux,Déployer sa stratégie sur Instagram 
1460,Marketing,Communication digitale : réseaux et médias sociaux,Déployer sa stratégie sur TikTok 
1461,Marketing,Communication digitale : réseaux et médias sociaux,Gérer l'e-réputation de son entreprise 
1465,Marketing,Marketing opérationnel,Le métier de chef de produit 
1468,Marketing,Marketing opérationnel,Les outils du marketing pour les forces de vente 
1469,Marketing,Marketing opérationnel,"Acquisition, conversion, fidélisation sur le web "
1470,Marketing,Marketing opérationnel,Évaluer l'efficacité de vos actions de marketing et communication 
1471,Marketing,Marketing opérationnel,Réussir ses événements 
1472,Marketing,Marketing opérationnel,3h chrono pour acquérir les fondamentaux du droit d’auteur et du droit à l’image 
1473,Marketing,Marketing opérationnel,Réussir sa stratégie influenceurs et créateurs de contenus sur les médias sociaux 
1474,Marketing,Marketing de contenus,Élaborer une stratégie d'inbound marketing 
1475,Marketing,Marketing de contenus,Rédiger pour le Web 
1477,Marketing,Marketing de contenus,Créer des contenus visuels pour le web et les réseaux sociaux 
1478,Marketing,Marketing de contenus,Produire des contenus grâce aux outils d'intelligence artificielle 
1479,Marketing,Marketing de contenus,3h chrono pour acquérir les fondamentaux du droit d’auteur et du droit à l’image 
1482,Marketing,Marketing de contenus,Storytelling : créer une histoire captivante 
1484,Marketing,Marketing de contenus,Concevoir sa newsletter 
1485,Marketing,Marketing de contenus,Maîtriser les techniques de rewriting 
1488,Marketing,Marketing de contenus,3h chrono pour concevoir sa première infographie 
1491,Marketing,Marketing stratégique,Définir et déployer sa stratégie marketing 
1495,Marketing,Marketing stratégique,Réussir son business plan 
1497,Marketing,Marketing stratégique,Marketing relationnel : tirer profit de son CRM 
1498,Marketing,Marketing stratégique,Optimiser sa base de données marketing 
1499,Marketing,Marketing stratégique,Piloter efficacement les études marketing 
1500,Marketing,Marketing stratégique,Conduire un projet Open Data 
1502,Marketing,Expérience client (CX-UX),Responsable Expérience Client 
1503,Marketing,Expérience client (CX-UX),Veille marketing et concurrentielle 
1504,Marketing,Expérience client (CX-UX),Piloter efficacement les études marketing 
1505,Marketing,Expérience client (CX-UX),"Mesurer la satisfaction de vos clients, exploiter leurs réclamations "
1506,Marketing,Expérience client (CX-UX),Optimiser l'expérience client grâce au digital 
1865,RSE - Dev. Durable,"Améliorer la santé, sécurité et qualité de vie au travail",Guide pratique de l'ISO 45001 
1866,RSE - Dev. Durable,"Améliorer la santé, sécurité et qualité de vie au travail","Manager, prévenir les risques psychosociaux (RPS) dans vos équipes "
1867,RSE - Dev. Durable,"Améliorer la santé, sécurité et qualité de vie au travail",L'évaluation des risques santé-sécurité et le document unique 
1868,RSE - Dev. Durable,"Améliorer la santé, sécurité et qualité de vie au travail",Engager sa démarche de qualité de vie au travail 
1869,RSE - Dev. Durable,"Améliorer la santé, sécurité et qualité de vie au travail",RH : réussir la mise en place du télétravail 
1871,RSE - Dev. Durable,"Améliorer la santé, sécurité et qualité de vie au travail",L'ergonomie pour les non spécialistes 
1872,RSE - Dev. Durable,"Améliorer la santé, sécurité et qualité de vie au travail",3h chrono pour découvrir ce qui vous anime professionnellement avec Ikigai 
1873,RSE - Dev. Durable,Promouvoir la diversité au sein de l’entreprise,Mettre en place une politique diversité et une culture inclusive 
1874,RSE - Dev. Durable,Promouvoir la diversité au sein de l’entreprise,Recrutement et non-discrimination à l’embauche : formation obligatoire 
1876,RSE - Dev. Durable,Promouvoir la diversité au sein de l’entreprise,Prévenir et faire face aux agissements sexistes et au harcèlement sexuel au travail 
1880,RSE - Dev. Durable,Mettre en œuvre la RSE dans les organisations,Mettre en place une démarche d'Eco conception 
1883,RSE - Dev. Durable,Déployer la RSE dans les métiers,Services Généraux : allier sobriété énergétique et responsabilité économique 
1884,RSE - Dev. Durable,Déployer la RSE dans les métiers,3h chrono pour appréhender la sobriété numérique 
1886,RSE - Dev. Durable,"Améliorer la santé, sécurité et qualité de vie au travail",Qualité de vie au travail : engager sa démarche 
1887,RSE - Dev. Durable,"Améliorer la santé, sécurité et qualité de vie au travail",Bâtir une stratégie d’équilibre vie pro - vie perso 
1888,RSE - Dev. Durable,Promouvoir la diversité et l'éthique au sein de l’entreprise,Mettre en place une politique diversité et une culture inclusive 
1890,RSE - Dev. Durable,Promouvoir la diversité et l'éthique au sein de l’entreprise,Recrutement et non-discrimination à l’embauche : formation obligatoire 
1891,RSE - Dev. Durable,Promouvoir la diversité et l'éthique au sein de l’entreprise,Prévenir et faire face aux agissements sexistes et au harcèlement sexuel au travail 
1894,RSE - Dev. Durable,Promouvoir la diversité et l'éthique au sein de l’entreprise,Entraînement pratique à la gestion des situations sexistes et discriminatoires 
1896,RSE - Dev. Durable,Leader/manager : incarner les valeurs de la RSE,Atelier : les 6 compétences du manager leader 
1898,RSE - Dev. Durable,Leader/manager : incarner les valeurs de la RSE,Réinventer son leadership dans un monde en mutation 
1901,Relation client,Métiers de la relation client,Manager l'activité d'un service clients 
