ID_FORMATION,DOMAINE_CATGEGORIE,SOUS_DOMAINE_CATEGORIE,FORMATION_COURS,KEYWORDS
981,Gestion du temps,Optimiser son temps - Les indispensables,Chrono-Maîtrise :  Libérez Votre Potentiel en Gérant Votre Temps et Priorités,Gestion du temps optimisation du temps productivité priorisation organisation planification efficacité méthode GTD matrice Eisenhower Pomodoro  Asana Trello Monday.com Notion.
982,Gestion du temps,Optimiser son temps - Les indispensables,Maîtrise du temps :  L'excellence managériale par la priorisation optimale,Gestion du temps optimisation du temps priorisation planification organisation productivité efficacité  méthodologies agiles techniques de gestion du temps  gestion de projet  Zenith Asana Trello Monday.com
984,Gestion du temps,Optimiser son temps - Les indispensables,Maîtrise du temps :  Stratégies d'anticipation pour une vie sereine,Gestion du temps organisation productivité efficacité planification priorisation  méthodes  techniques  outils de gestion du temps  calendrier  méthodologie GTD Pomodoro  Asana Trello  Monday.com
985,Gestion du temps,Optimiser son temps - Les indispensables,Maîtrisez votre temps : Planification stratégique en 3h chrono,Gestion du temps planification organisation productivité efficacité priorisation méthode outils de gestion de temps  Trello Asana Monday.com Todoist Google Calendar Outlook
986,Gestion du temps,Optimiser son temps - Méthodes et outils,Maîtrisez votre boîte mail : Techniques et outils pour une gestion du temps optimale  3h),Gestion du temps organisation personnelle productivité efficacité priorisation planification boîte mail méthode GTD outils collaboratifs Pomodoro  Asana Trello Google Calendar Outlook
987,Gestion du temps,Optimiser son temps - Méthodes et outils,Maîtrisez votre temps : Cartographie mentale et optimisation en 3 heures,Gestion du temps productivité organisation efficacité planification priorisation méthode Pomodoro  GTD  Getting Things Done)  Asana Trello Monday.com Notion Todoist Outlook
988,Gestion du temps,Optimiser son temps - Méthodes et outils,Maîtrisez votre temps :  Stratégies et outils pour une planification efficace en 3 heures,Gestion du temps optimisation du temps planification productivité efficacité organisation méthode GTD  pomodoro outils de gestion de projet  Asana Trello  Todoist Google Calendar Outlook
989,Gestion du temps,Optimiser son temps - Méthodes et outils,Maîtrisez votre temps : Planification et organisation optimale du télétravail  3h),Gestion du temps organisation productivité efficacité planification télétravail méthode Pomodoro outils de gestion de projet Asana Trello Monday.com Google Calendar Outlook Todoist
990,Gestion du temps,Optimiser son temps - Méthodes et outils,Maîtrisez votre temps : Sketchnoting pour une productivité optimale,Productivité organisation efficacité planification gestion de projet  concentration  sketchnotes  MindManager Trello Asana Notion Todoist Evernote Microsoft Outlook
991,Gestion du temps,Optimiser son temps - Méthodes et outils,Maîtrisez votre temps : techniques de pointe pour une productivité optimale,Gestion du temps productivité organisation efficacité planification priorisation méthode GTD  pomodoro  outils de gestion de projet  Asana Trello Monday.com Todoist Outlook
992,Gestion du temps,Optimiser son temps - Méthodes et outils,Maîtrise du temps : Techniques d'optimisation et mémoire accrue,Gestion du temps productivité organisation efficacité planification priorisation concentration méthodes Agile outils de gestion de projet Pomodoro Eisenhower techniques de mémorisation  Asana Trello Monday.com
993,IA - Digital,Intelligence Artificielle,Maîtrisez l'IA et le Big Data : Fondamentaux du Numérique Intelligent,Intelligence artificielle Big data Machine learning Deep learning  Algorithmes  Data mining  Numérique  Fondamentaux IA  Analyse de données  Data science  Cloud computing  Python TensorFlow  R.
994,IA - Digital,Intelligence Artificielle,L'Univers fascinant de l'IA : Maîtriser les fondements du numérique intelligent,Apprentissage automatique  deep learning  machine learning  réseaux neuronaux  intelligence artificielle  big data  algorithmes  numérique  innovation  technologie  futur  automatisation  Python TensorFlow.
995,IA - Digital,Intelligence Artificielle,Libérez votre potentiel : Maîtrise de l'IA pour une efficacité professionnelle optimale,Machine Learning Deep Learning  Algorithmes  Data Science  Big Data  IA générative  automatisation  productivité efficacité  professionnels  formation IA  outils IA  ChatGPT  TensorFlow  PyTorch
996,IA - Digital,Intelligence Artificielle,Révolutionnez vos écrits professionnels grâce à l'intelligence artificielle,Rédaction IA  Assistant écriture IA  Outils IA rédaction  Optimisation rédaction IA  Formation IA rédaction  Productivité rédactionnelle IA  Efficacité rédactionnelle  ChatGPT  Jasper  Copy.ai  Rytr  Article Forge  Wordtune  Grammarly
997,IA - Digital,Intelligence Artificielle,Les outils d'intelligence artificielle pour produire des contenus ,IA générative  apprentissage automatique  deep learning  NLP  traitement du langage naturel  analyse de données  production de contenu  outils IA  méthodes IA  algorithmes IA  ChatGPT  Google AI  Bard  Midjourney
998,IA - Digital,Intelligence Artificielle,"Concevoir, Animer et Évaluer des Formations : Maîtrise de l'Intelligence Artificielle Digitale",IA générative apprentissage automatique deep learning  machine learning  réseaux neuronaux  data science  intelligence artificielle appliquée  conception pédagogique évaluation formative  animation de formation  didactique numérique  MOOC  serious games  e-learning.
999,IA - Digital,Management et gouvernance,Chef de projet digital ,Intelligence artificielle  gouvernance des données  management de projet  transformation digitale  chef de projet IA  agilité  digitalisation.  Azure Machine Learning  Google Cloud AI Platform  Amazon SageMaker  Dataiku DSS  IBM Watson Studio  Microsoft Power BI  Salesforce Einstein.
1001,IA - Digital,Management et gouvernance,Intelligence Artificielle et Stratégie Digitale : Piloter la Mutation Numérique de Votre Entreprise,Transformation digitale  stratégie IA  gouvernance numérique  management  IA  innovation digitale  intelligence artificielle appliquée  digitalisation entreprise  Cloud  Big Data  Machine Learning  Deep Learning  Data Mining  IA générative  Process Mining
1002,IA - Digital,Management et gouvernance,RH : accompagner la transformation digitale de votre entreprise ,Transformation digitale RH IA Gouvernance Management Digitalisation Stratégie  -  Watson Assistant Azure Bot Service Dialogflow Amazon Lex Google Cloud AI Platform Salesforce Einstein Automation Anywhere
1003,IA - Digital,Management et gouvernance,Recrutement digital : les clés pour réussir ,Recrutement  Digitalisation  IA RH  Gestion des talents  Intelligence artificielle  Transformation digitale  Employabilité  Plateformes de recrutement  Algorithmes de recrutement  Data analytics RH  LinkedIn Recruiter  Indeed  Taleo  Workday.
1004,IA - Digital,Management et gouvernance,DSI : Intégrer la transformation digitale de l'entreprise ,Transformation digitale Gouvernance IT Management de projet Stratégie digitale  Intelligence artificielle  Cybersécurité  Data governance  Cloud computing  Big data  Agile  DevOps  IA générative  Machine learning  Deep learning
1005,IA - Digital,Management et gouvernance,Intelligence Artificielle et Achat : Révolutionner la Performance par le Digital,IA  Digitalisation  Gouvernance  Achat responsable  Performance  Transformation digitale  Stratégie digitale  Machine Learning Deep Learning  Algorithmes  Big Data  Cloud Computing  Robotisation  Automatisation
1006,IA - Digital,Management et gouvernance,Intelligence Artificielle : Excellence Opérationnelle et Gouvernance Digitale,Gouvernance digitale  excellence opérationnelle  management IA  transformation digitale  stratégie IA  éthique IA  risques IA  machine learning deep learning  NLP  vision par ordinateur  IA générative  data science  cloud computing
1007,IA - Digital,Management et gouvernance,Intelligence Artificielle : Révolutionner son écrit professionnel,IA  Intelligence artificielle  écriture professionnelle  management gouvernance digital  révolution  outils IA  méthodologies IA  concepts clés IA  éthique IA  productivité  automatisation  ChatGPT  Bard  Jasper  Midjourney  DALL-E 2
1008,IA - Digital,Management et gouvernance,Intelligence Artificielle et  Transformation Digitale :  Pilotez votre Productivité à Distance,IA  Digitalisation  Management Gouvernance  Productivité  Télétravail  Transformation digitale  Cloud computing  Big data  Machine learning  Deep learning  Automatisation  Cybersécurité  Intelligence artificielle
1009,IA - Digital,Management et gouvernance,Intelligence Artificielle et  Transformation Digitale :  Excellence du Management à Distance,IA  Digitalisation Management Gouvernance Transformation digitale  Excellence opérationnelle  Télétravail  Intelligence artificielle  Stratégie digitale  Leadership à distance  Gestion de projet  Cyber sécurité  Data gouvernance  Cloud computing.  Microsoft Azure Google Cloud Platform Amazon Web Services Salesforce IBM Watson  DataRobot  Deep Learning
1010,IA - Digital,Management et gouvernance,Intelligence Artificielle et Transformation Digitale :  Orchestrer le Travail à Distance,IA Digitalisation Management Gouvernance Transformation digitale Télétravail Collaboration  Outils collaboratifs Stratégie digitale  Cyber sécurité  Ethique IA  Processus métiers  Microsoft Teams  Zoom  Slack Google Workspace
1012,IA - Digital,Culture digitale,Intelligence Artificielle :  Maîtrise de la Transformation Numérique,Transformation digitale  numérisation  innovation  IA générative  apprentissage automatique  Big Data  automatisation  méthodes agiles  gestion de projet  compétences digitales  intelligence artificielle  machine learning  deep learning  cloud computing
1013,IA - Digital,Culture digitale,Intelligence Artificielle et Big Data : Maîtrisez l'Ère Numérique,Intelligence artificielle Big data  apprentissage automatique  analyse prédictive  data mining  cloud computing  transformation digitale  numérisation  compétences numériques  analyse de données  algorithmes  machine learning  deep learning  réseaux neuronaux.
1014,IA - Digital,Culture digitale,Maîtrisez l'univers Blockchain :  Fondations de l'IA et du Numérique,Blockchain Cryptomonnaie NFT  Web3  Métavers  Intelligence artificielle  Développement durable  Algorithmes  Big Data  Cyber sécurité  Ethereum Bitcoin  Solidity  Smart Contracts.
1015,IA - Digital,Culture digitale,Les bases techniques du digital pour les marketeurs ,Marketing digital  Culture web  Transformation digitale  Stratégie digitale  Analyse web  Communication digitale  Community management  Google Analytics  SEMrush  HubSpot  Adobe Analytics  Google Ads  Facebook Ads  IA
1016,IA - Digital,Culture digitale,Conduire un projet Open Data ,Open Data  Data Governance  Data Visualisation  Data Management  Gestion de projet  Collaboration  Innovation  Intelligence Artificielle Machine Learning  Deep Learning  Big Data  Cloud Computing  Python  R
1017,IA - Digital,Culture digitale,Intelligence Artificielle et Web Social : Maîtriser les Bases du Numérique,IA  intelligence artificielle web social  réseaux sociaux  numérique  digitalisation  culture web algorithmes  big data  apprentissage automatique  marketing digital  community management  SEO  Google Analytics.  Facebook Twitter Instagram TikTok LinkedIn Youtube Pinterest.
1018,IA - Digital,Culture digitale,Maîtrisez la Communication Digitale : Stratégie IA et Réseaux Sociaux  Niveau Avancé),Stratégie digitale  communication digitale  réseaux sociaux  marketing digital  intelligence artificielle  analyse de données  influence digitale  IA générative  ChatGPT  Google Ads  SEO  community management  Facebook Twitter
1019,IA - Digital,Risques numériques,Cybersécurité : enjeux et plan d'actions ,Cyberattaque  sécurité informatique  RGPD  résilience numérique  conformité  audit sécurité  gestion de crise  Intelligence Artificielle Machine Learning Deep Learning  Big Data  Cloud Computing  IoT  Blockchain
1020,IA - Digital,Risques numériques,Protection des données personnelles - RGPD ,RGPD conformité cybersécurité  vie privée  données personnelles  sécurité numérique  risques informatiques  intelligence artificielle  deep learning machine learning  apprentissage automatique  réseaux neuronaux  protection des données  analyse de risques.
1021,IA - Digital,Risques numériques,3h chrono pour acquérir les réflexes en matière de cybersécurité ,Cybersécurité  risques numériques  sécurité informatique  protection données  menaces digitales  résilience numérique  hacking éthique  malware  phishing  ransomware  VPN  antivirus  authentification à deux facteurs  chiffrement.
1022,IA - Digital,Marketing digital et Communication digitale,Responsable marketing digital ,Marketing automation  Stratégie digitale  Analyse de données  Community management  Publicité en ligne  Content marketing  SEO/SEM  Google Analytics  Facebook Ads  LinkedIn Ads  IA conversationnelle  Chatbots  Machine learning  Big data
1023,IA - Digital,Marketing digital et Communication digitale,Les clés du marketing digital ,Marketing digital communication digitale stratégie digitale  analyse web  SEO  SEM  publicité en ligne  intelligence artificielle  machine learning  deep learning  chatbots  automatisation marketing Google Ads  Facebook Ads
1024,IA - Digital,Marketing digital et Communication digitale,"Acquisition, conversion, fidélisation sur le web ",Marketing digital  SEO  SEM  Community management  Inbound marketing  Web analytics  Publicité en ligne  Google Ads  Facebook Ads  LinkedIn Ads  Intelligence artificielle  Machine learning  Deep learning  Big data
1026,IA - Digital,Marketing digital et Communication digitale,Responsable e-commerce ,E-commerce marketing digital communication digitale stratégie digitale  analyse de données  optimisation SEO publicité en ligne  Google Ads Facebook Ads  Instagram Ads  LinkedIn Ads  TikTok Ads  IA conversationnelle  analyse prédictive
1027,IA - Digital,Marketing digital et Communication digitale,Les clés du e-commerce ,E-commerce marketing digital communication digitale stratégie digitale  SEO  analyse web  publicité en ligne  Google Ads Facebook Ads  IA  machine learning  deep learning  big data  analyse prédictive
1028,IA - Digital,Marketing digital et Communication digitale,E-merchandising ,E-commerce  SEO  SEM  Analyse de données  Publicité en ligne  Stratégie digitale  Community management  Google Ads  Facebook Ads  Instagram Ads  LinkedIn Ads  Chatbots  IA conversationnelle  Machine Learning
1029,IA - Digital,Marketing digital et Communication digitale,Intelligence Artificielle et E-commerce : Lancez votre Boutique en Ligne en 3 Heures,E-commerce boutique en ligne marketing digital communication digitale intelligence artificielle  IA générative  SEO  outils marketing  plateformes e-commerce  Shopify WooCommerce  Prestashop  Magento  Google Ads
1030,IA - Digital,Marketing digital et Communication digitale,Intelligence Artificielle : Révolutionner son  Marketing Digital et sa Communication en Ligne,IA  Marketing digital Communication digitale  Intelligence artificielle  Révolution numérique  Marketing automation Stratégie digitale  Outils IA marketing  Méthodologies marketing digital  Concepts clés IA  ChatGPT Google AI Platform  TensorFlow  Amazon Machine Learning
1031,IA - Digital,Marketing digital et Communication digitale,Maîtrisez l'IA et le Big Data pour un Marketing Digital Haut de Gamme,Marketing digital communication digitale  intelligence artificielle big data  analyse prédictive  automatisation marketing  stratégie digitale  Google Ads  SEO  SEM  analyse de données  machine learning  deep learning  IA conversationnelle
1032,IA - Digital,Marketing digital et Communication digitale,"Marketing relationnel, CRM, e-CRM ",Marketing automation  stratégie digitale  analyse de données  publicité en ligne  gestion de communauté  intelligence artificielle  e-mailing.  Google Ads  Facebook Ads  LinkedIn Ads  HubSpot  Salesforce  Adobe Analytics  SEMrush
1033,IA - Digital,Marketing digital et Communication digitale,Optimiser sa base de données marketing ,Data mining segmentation client CRM marketing automation lead nurturing  analyse prédictive score client  Google Analytics  Adobe Analytics Salesforce HubSpot  Mailchimp  SEMrush  Tableau
1034,IA - Digital,Marketing digital et Communication digitale,Formation Marketing automation ,Marketing automation  marketing digital communication digitale  lead nurturing  email marketing  automatisation des tâches  analyse des données  IA  machine learning  CRM  Google Ads  HubSpot  Salesforce  Marketo
1035,IA - Digital,Marketing digital et Communication digitale,Intelligence Artificielle et Communication Digitale : Maîtriser les Projets Open Data,IA  Marketing digital Communication digitale Open Data  Big Data  Analyse prédictive  Intelligence artificielle  Google Analytics  SEMrush  HubSpot  ChatGPT  Deep Learning  Machine Learning  Data Mining
1036,IA - Digital,Marketing digital et Communication digitale,Veille marketing et concurrentielle ,Marketing digital communication digitale veille concurrentielle stratégie digitale analyse web SEO SEM Google Analytics  SEMrush  HubSpot  Hootsuite  Sprout Social  Brandwatch  Mention.
1037,IA - Digital,Marketing digital et Communication digitale,Optimiser l'expérience client grâce au digital ,Marketing digital expérience client communication digitale  SEO  SEM  analyse de données  publicité en ligne  Google Analytics  HubSpot  Adobe Analytics  Salesforce  Chatbots  IA conversationnelle  Machine Learning
1038,IA - Digital,Marketing digital et Communication digitale,UX design et ergonomie des sites Web ,IA marketing digital communication digitale UX design ergonomie web SEO  SEM  analyse de données  publicité en ligne  machine learning deep learning  réseaux sociaux  Google Analytics  HubSpot.
1039,IA - Digital,Marketing digital et Communication digitale,UX/CX Design ,Stratégie digitale  analyse de données  optimisation SEO  expérience utilisateur  marketing automation  communication multicanal  publicité en ligne Google Ads  Facebook Ads  LinkedIn Ads  Adobe Analytics  HubSpot  SEMrush  ChatGPT
1040,IA - Digital,Marketing digital et Communication digitale,Innover avec le Design Thinking ,Marketing digital communication digitale IA générative design thinking innovation digitale stratégie digitale  analyse de données  outils marketing  méthodologies agiles  SEO  SEM  chatbots  Google Ads  Facebook Ads
1041,IA - Digital,Marketing digital et Communication digitale,Intelligence Artificielle et Marketing Digital : Maîtrisez l'Art de l'Emailing,Emailing Marketing automation  CRM  Inbound marketing  Lead nurturing  Conversion rate optimization  Analyse prédictive  Google Ads  Facebook Ads  LinkedIn Ads  Chatbots IA conversationnelle  Deep learning  Machine learning
1043,IA - Digital,Marketing digital et Communication digitale,Intelligence Artificielle : Révolutionner son Marketing et sa Communication par le Podcast, Marketing digital Communication digitale Podcast Intelligence artificielle  IA  Révolution numérique Stratégie digitale  Outils marketing  Médias sociaux  Analyse de données  SEO  Publicité en ligne  Google Ads  Facebook Ads  ChatGPT  Bard  Midjourney  Jasper)
1044,IA - Digital,Marketing digital et Communication digitale,Intelligence Artificielle et Marketing Digital : Maîtriser l'Inbound Marketing,Inbound marketing Marketing automation  SEO  SEM  Content marketing  Chatbots  Analyse prédictive  Google Analytics  HubSpot  Salesforce  Adobe Analytics  IA conversationnelle  Deep Learning  Machine Learning
1045,IA - Digital,Marketing digital et Communication digitale,Intelligence Artificielle et Marketing Digital : Maîtrisez l'Art de la Newsletter,Newsletter  Marketing automation  E-mailing  Segmentation  Personnalisation  Analyse de données  Conversion  ChatGPT  Google AI Platform  Amazon Machine Learning  IBM Watson  Microsoft Azure AI  Jasper  HubSpot
1046,IA - Digital,Marketing digital et Communication digitale,Intelligence Artificielle et Marketing Digital : Révolutionner sa Communication Vidéo,Marketing automation  stratégie digitale  analyse prédictive  publicité programmatique  contenu vidéo  réseaux sociaux  communication d'influence  Google Ads  Facebook Ads  IA conversationnelle  ChatGPT  Deep Learning  TensorFlow  Python
1047,IA - Digital,Marketing digital et Communication digitale,Créez des Visuels Web et Réseaux Sociaux : Maîtrise de l'IA et du Marketing Digital,Marketing d'influence  Community management  Publicité digitale  Création de contenu  Analyse de données  Stratégie digitale  Branding.  Midjourney Dall-E 2  Stable Diffusion  Adobe Photoshop  Canva  Jasper  ChatGPT
1048,IA - Digital,Marketing digital et Communication digitale, Révolutionnez votre Marketing Digital :  L'IA au service de la Création de Contenus,IA générative  marketing automation  analyse prédictive  stratégie digitale  content marketing  chatbots  publicité programmatique  Google AI Platform  Azure AI  Amazon Machine Learning  IBM Watson  Jasper  Copy.ai  HubSpot.
1049,IA - Digital,Marketing digital et Communication digitale,Le Droit Numérique : Maîtriser les Bases Légales du Web Marketing et de la Communication Digitale, Droit internet  e-réputation RGPD  marketing légal  contenu digital  publicité en ligne  conformité digitale  SEO  SEM  Google Analytics  Facebook Ads  Twitter Ads  Instagram Ads  LinkedIn Ads)
1050,IA - Digital,Marketing digital et Communication digitale,Maîtrisez le Marketing Digital et la Communication Digitale : Devenez Expert en Community Management et Contenu IA,Marketing digital communication digitale community management contenu IA stratégie digitale  analyse web  SEO  Google Ads  Facebook Ads  Instagram  LinkedIn  Twitter  ChatGPT  Bard
1051,IA - Digital,Marketing digital et Communication digitale,Maîtrisez la Communication Digitale et les Médias Sociaux : Stratégie IA  , Stratégie digitale  Marketing d'influence  Community management  Analyse de données  Publicité en ligne  Médias sociaux  Réputation en ligne  Google Ads  Facebook Ads  LinkedIn Ads  Twitter Ads  Instagram Ads  IA générative  ChatGPT)
1052,IA - Digital,Marketing digital et Communication digitale,Intelligence Artificielle : Révolutionnez votre Communication Digitale et votre Community Management,Marketing digital communication digitale community management intelligence artificielle chatbot  réseaux sociaux  publicité digitale  algorithmes  SEO  SEM  analyse de données  automatisation marketing  Google Ads  Facebook Ads
1053,IA - Digital,Marketing digital et Communication digitale,Intelligence Artificielle et Marketing Digital : Maîtrisez les Médias Sociaux, Marketing digital communication digitale médias sociaux  intelligence artificielle  algorithmes  publicité en ligne  analyse de données  outils marketing  stratégies digitales  SEO  SEM  community management  Facebook Instagram Twitter TikTok LinkedIn  Google Ads)
1054,IA - Digital,Marketing digital et Communication digitale,Maîtrisez le Marketing Digital et la Communication Digitale par l'Intelligence Artificielle,Intelligence artificielle marketing automation  analyse prédictive  publicité programmatique  chatbots  réseaux sociaux  SEO  stratégie digitale  outils marketing  communication digitale  Google Ads  Facebook Ads  IA conversationnelle  machine learning
1055,IA - Digital,Marketing digital et Communication digitale,3h chrono pour développer sa marque sur Instagram ,Instagram Marketing Stratégie Digitale Community Management Publicité Instagram Analyse de données Branding  Influence Marketing  Facebook TikTok Twitter LinkedIn Pinterest Google Ads  SEO
1056,IA - Digital,Marketing digital et Communication digitale,Piloter efficacement sa stratégie de référencement  SEM) ,Référencement SEM SEO  Google Ads  Google Analytics  Marketing digital Stratégie digitale  Communication digitale  Optimisation moteur recherche  Mots clés  Analyse de données  Publicité en ligne  Campagnes publicitaires  Bing Ads  SEMrush.
1057,IA - Digital,Marketing digital et Communication digitale,Améliorer son référencement avec Google Ads  SEA) ,SEO SEM Google Analytics publicité en ligne  optimisation de site web  marketing automation  référencement naturel  Google Search Console Bing Ads  Microsoft Advertising  Amazon Advertising  Facebook Ads  LinkedIn Ads  Twitter Ads
1058,IA - Digital,Marketing digital et Communication digitale,Intelligence Artificielle et Marketing Digital :  Maîtrisez le SEO et la Communication Digitale,SEO communication digitale marketing digital IA  intelligence artificielle  réseaux sociaux  analyse de données  Google Analytics  SEMrush  Ahrefs  ChatGPT  Bard  Jasper  HubSpot
1059,IA - Digital,Marketing digital et Communication digitale,Google analytics : améliorez votre site et rentabilisez vos actions ,SEO  Analyse  Conversion  Publicité  Métriques  Reporting  Stratégie Google Ads  SEMrush  SimilarWeb  Bing Ads  Facebook Ads  Twitter Ads  YouTube Analytics
1060,IA - Digital,Marketing digital et Communication digitale,Améliorer la performance de son site avec Google Tag Manager ,Google Analytics  optimisation SEO  analyse de données  conversion  publicité en ligne  marketing automation  web analytics  Google Ads  Bing Ads  Facebook Ads  LinkedIn Ads  programmation R  Python  Tableau
1061,IA - Digital,Marketing digital et Communication digitale,Intelligence Artificielle et Marketing Digital : Devenez Chef de Projet Expert,IA marketing digital communication digitale intelligence artificielle chef de projet stratégie digitale  analyse de données  Google Ads Facebook Ads  LinkedIn Ads  SEMrush  HubSpot  ChatGPT  Bard
1062,IA - Digital,Marketing digital et Communication digitale,Piloter un projet web ,Marketing digital communication digitale stratégie web gestion de projet web analytics SEO SEM  Google Ads  Facebook Ads  LinkedIn Ads  Twitter Ads  Instagram Ads  TikTok Ads  IA conversationnelle
1063,IA - Digital,Marketing digital et Communication digitale,Intégrer le mobile dans sa stratégie marketing , marketing mobile stratégie mobile communication mobile  publicité mobile  UX mobile SEO mobile  analyse mobile  Google Ads Facebook Ads  Instagram Ads  TikTok Ads  analyse web  marketing digital  programmation mobile)
1064,IA - Digital,Marketing digital et Communication digitale,Créer un site Web avec Wordpress - Niveau 1 ,WordPress SEO  marketing d'influence  référencement naturel  analyse de données  publicité digitale  community management  Google Analytics  Facebook Ads  Instagram Marketing  Email Marketing  Chatbots  IA conversationnelle  apprentissage automatique
1065,IA - Digital,Marketing digital et Communication digitale,Créer un site Web avec WordPress - Niveau 2 ,WordPress SEO marketing d'influence  Google Analytics publicité en ligne  réseaux sociaux  e-mail marketing  création de contenu  web design  hébergement web stratégie digitale  analyse de données  community management  CMS.
1066,IA - Digital,Marketing digital et Communication digitale,HTML 5 - les bases ,Marketing digital communication digitale SEO  SEM  web analytics  réseaux sociaux  contenu digital  algorithmes IA  apprentissage automatique  HTML CSS Javascript  Google Ads  Facebook Ads
1067,IA - Digital,Intelligence Artificielle,Décryptage express de l'IA et de ChatGPT : une initiation en 3 heures,ChatGPT  IA générative  apprentissage automatique  deep learning  big data  intelligence artificielle  modèle linguistique  algorithmes  réseaux neuronaux  machine learning  traitement du langage naturel  programmation Python  OpenAI  Google AI
1068,IA - Digital,Intelligence Artificielle,Maîtriser les projets IA : Stratégie digitale et excellence opérationnelle,IA intelligence artificielle machine learning deep learning  data science algorithmes  stratégie digitale  transformation digitale  excellence opérationnelle  gestion de projet  analyse de données  big data  Python TensorFlow
1069,IA - Digital,Intelligence Artificielle,Éthique et Droit de l'IA : Naviguer l'Intelligence Artificielle Numérique,Ethique IA Droit IA  IA numérique  Intelligence artificielle  Algorithmes  Big data  Réglementation IA  Transparence IA  Responsabilité IA  Machine learning Deep learning  Réseaux neuronaux  Vision par ordinateur  Traitement du langage naturel
1070,IA - Digital,Intelligence Artificielle,Maîtrise de l'IA : Devenez Chef de Projet Digital en Intelligence Artificielle,Chef de projet intelligence artificielle digital IA management data science  transformation digitale  apprentissage automatique deep learning  machine learning  algorithmes  big data  cloud computing  Python.
1071,IA - Digital,Intelligence Artificielle,Maîtrisez l'Écriture Professionnelle : Révolution IA et Digitale,Rédaction IA  contenu IA  écriture digitale  communication IA  marketing IA  optimisation IA  référencement IA  intelligence artificielle  apprentissage automatique  traitement du langage naturel  ChatGPT  Jasper  Copy.ai  Google AI
1072,IA - Digital,Intelligence Artificielle,Créez des contenus révolutionnaires avec l'IA : Maîtrise du digital et de l'intelligence artificielle,IA générative  contenu digital  marketing IA  rédaction IA  stratégie digitale  automatisation contenu  outils IA  ChatGPT  Midjourney  DALL-E 2  Jasper  Murf.ai  Google AI Platform  Amazon SageMaker
1073,IA - Digital,Intelligence Artificielle,L’intelligence artificielle au service du manager ,Machine Learning Deep Learning  Algorithmes  Data Science  Big Data  Analyse prédictive  Automatisation  Management  Leadership  Efficacité  Décision  Stratégie  Python  R.
1074,IA - Digital,Intelligence Artificielle,L’intelligence artificielle au service des RH ,Recrutement  RH  Ressources Humaines  automatisation  sélection  prédiction  optimisation  ChatGPT  IBM Watson  Google AI Platform  Azure AI  Amazon Machine Learning  Deep Learning  Machine Learning
1075,IA - Digital,Management et gouvernance,Intelligence Artificielle : Diriger la Transformation Digitale Hybride,Transformation digitale gouvernance IA management agile stratégie IA  intelligence artificielle  digitalisation  innovation digitale  Cloud computing  Big Data  machine learning  deep learning  IA générative  automatisation  gestion de projet
1076,IA - Digital,Management et gouvernance,Intelligence Artificielle et  Numérique : Maîtriser la Communication Digitale et l'Influence à Distance,Communication digitale influence digitale marketing digital  gestion de projet  réseaux sociaux  intelligence artificielle  e-réputation  ChatGPT  Google Ads  SEO  SEM  IA générative  Métavers  Deep Learning
1077,IA - Digital,Management et gouvernance,Maîtrisez la Collaboration Numérique en IA : Mur Padlet et Gouvernance Digitale  3h),Collaboration numérique Gouvernance IA Management IA  Padlet Mur collaboratif  Digital workplace  Intelligence artificielle Microsoft Teams Google Workspace Slack  Asana  Trello Notion  Zoom
1078,IA - Digital,Culture digitale,Intelligence Artificielle et Web :  Lancez Votre Entreprise Numérique avec Succès,IA  entrepreneuriat digital web  marketing digital business model  succès entrepreneurial  Python TensorFlow  Keras  machine learning deep learning  cloud computing  Big Data
1079,IA - Digital,Culture digitale,Intelligence Artificielle et Numérique : Maîtrisez le Droit d'Auteur et l'Image en 3 Heures,Droit d'auteur image numérique légalité  copyright licences  internet  IA  machine learning deep learning  algorithmes  réseaux sociaux  protection données  droit du numérique
1080,IA - Digital,Culture digitale,Excellence Digitale : Maîtriser l'Impact des Réseaux Sociaux en Intelligence Artificielle,Réseaux sociaux intelligence artificielle influence marketing digital stratégie digitale communication digitale community management algorithmes  analyse de données  data science  IA générative chatbot  deep learning  machine learning  Facebook Twitter Instagram TikTok LinkedIn Pinterest.
1081,IA - Digital,Marketing digital et Communication digitale,Maîtrisez l'influence : Stratégie digitale et communication IA pour les réseaux sociaux,Stratégie digitale communication digitale marketing d'influence réseaux sociaux IA marketing  analyse de données  influence marketing  outils marketing digital  méthodes IA  community management  publicité digitale  Google Analytics  Hootsuite  Sprout Social.
1082,IA - Digital,Marketing digital et Communication digitale,Intelligence Artificielle et Marketing Digital : Maîtrisez les Fondamentaux Techniques,Marketing digital communication digitale intelligence artificielle  SEO  SEM  analyse de données  automatisation marketing  Google Ads  Facebook Ads  LinkedIn Ads  IA conversationnelle  ChatGPT  outils marketing  plateformes digitales
1083,IA - Digital,Marketing digital et Communication digitale,Marketing relationnel : tirer profit de son CRM ,Marketing automation  CRM  analytique web  lead nurturing  segmentation client  publicité digitale  stratégie digitale  Salesforce HubSpot  Adobe Marketo  Zoho CRM  Oracle Siebel  Microsoft Dynamics 365  Google Ads
1084,IA - Digital,Marketing digital et Communication digitale,Customer Care ,Marketing automation  Chatbots  Analyse prédictive  Publicité programmatique  Intelligence artificielle  Big Data  CRM  Google Analytics  Médias sociaux  SEO  SEM  Stratégie digitale  Inbound marketing  Outbound marketing
